blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueWins
22,3,1,6,6,0,0,17751,224,46,1
12,2,0,2,3,0,0,18539,245,55,0
18,2,1,10,4,0,0,19227,252,52,1
16,1,1,4,3,0,0,17611,227,44,1
53,4,0,5,10,0,0,17686,199,52,0
21,4,0,5,7,1,0,18335,229,43,0
41,8,1,4,4,1,1,18299,222,47,1
10,1,0,9,8,1,0,16963,208,32,0
18,0,1,4,16,0,0,14866,171,30,0
17,2,0,9,6,0,0,17908,218,36,1
42,4,0,1,6,1,0,17724,198,67,0
38,4,0,4,11,0,0,17619,253,40,0
20,2,0,3,6,0,0,18816,238,68,0
28,6,0,8,8,1,0,16246,196,44,0
16,2,1,4,3,1,1,17678,206,48,1
19,2,0,7,5,2,1,18180,223,57,1
17,1,1,7,11,0,0,18610,222,48,0
15,2,0,7,4,0,0,16868,215,36,1
16,2,1,15,2,1,0,20941,252,55,1
14,3,1,9,7,0,0,19283,220,55,0
24,7,0,13,3,2,1,18944,249,48,1
40,6,0,4,9,0,0,17314,234,45,0
126,2,1,9,6,1,0,18755,228,48,1
18,3,0,6,15,0,0,15267,166,28,0
20,3,1,9,0,1,0,18812,231,52,1
15,0,1,7,4,0,0,19681,224,55,1
21,2,1,3,2,2,1,17212,217,48,1
19,1,1,8,5,0,0,17938,232,44,1
24,1,0,9,5,1,1,19338,236,60,0
34,2,1,9,11,0,0,18506,201,44,0
14,4,0,4,7,0,0,16426,188,59,0
16,19,0,9,8,1,0,18621,245,42,0
11,6,1,7,11,1,1,16864,209,43,0
17,6,1,4,2,0,0,17607,235,52,1
15,0,1,5,6,1,1,17904,229,52,0
16,0,1,11,4,1,1,18536,223,47,1
18,1,0,4,4,1,1,17303,198,56,1
16,3,1,3,4,1,0,17996,236,62,0
19,1,1,13,5,1,0,19941,217,56,1
21,2,0,1,8,0,0,16586,223,59,0
16,1,0,8,3,1,0,18389,250,32,0
22,5,0,6,11,0,0,18333,254,32,0
17,4,1,6,6,1,0,18381,216,38,1
11,4,0,7,7,1,0,17797,185,44,0
15,0,1,3,4,1,0,16951,213,42,0
151,3,0,5,4,2,1,17239,209,52,1
13,1,1,3,4,0,0,17157,217,56,1
15,4,0,6,8,1,1,19037,239,51,0
10,2,1,9,4,1,1,19229,219,48,1
15,1,1,11,6,0,0,21086,240,49,1
19,1,0,5,11,1,0,17892,236,33,0
19,3,1,4,3,1,0,19239,236,71,1
40,2,0,2,3,1,0,17908,230,63,0
14,3,0,5,7,0,0,15389,202,44,0
24,3,0,3,10,0,0,16448,204,53,0
16,5,1,5,2,0,0,18495,232,51,0
12,2,0,8,1,1,0,18270,191,60,1
13,2,1,8,5,1,0,18169,188,47,0
17,2,0,10,5,0,0,17635,224,43,0
13,1,0,6,3,2,1,19662,232,60,0
16,1,0,8,6,0,0,17360,203,56,1
22,4,0,7,6,0,0,17801,216,44,0
13,1,1,8,3,1,0,19768,245,60,1
18,1,0,4,8,1,0,18666,245,60,0
19,4,0,4,3,1,0,17103,210,44,0
17,1,0,5,7,0,0,16868,184,56,0
58,0,1,8,11,0,0,17428,193,38,0
18,4,1,12,13,1,1,17102,173,39,1
11,2,0,2,9,0,0,15847,195,44,0
31,2,0,11,13,0,0,20017,198,68,1
15,2,0,5,6,0,0,17988,206,65,1
13,2,1,8,4,0,0,18609,246,56,1
13,2,0,4,4,1,1,19361,250,66,1
17,4,1,13,5,2,1,19564,239,56,1
39,4,1,12,6,0,0,19784,216,52,1
103,1,0,6,3,0,0,18039,201,62,0
47,4,0,3,10,0,0,15571,192,36,0
15,3,1,6,10,0,0,16738,194,49,0
70,2,1,8,3,1,0,20100,208,63,1
13,1,0,3,9,1,0,17257,237,48,1
20,8,1,2,2,0,0,18414,233,60,1
16,4,0,9,12,0,0,19237,243,46,0
17,3,1,4,10,0,0,16178,191,44,0
14,1,0,6,8,0,0,16021,199,45,0
15,2,1,6,6,1,0,17884,236,40,1
17,3,1,11,5,2,1,19666,202,68,1
14,2,0,2,14,0,0,15949,219,51,0
17,5,0,2,6,1,0,17577,230,56,0
17,3,0,1,10,0,0,16578,215,55,0
108,0,1,7,8,0,0,16404,177,52,0
16,2,1,4,6,0,0,17990,242,57,1
20,6,1,11,8,1,0,19673,219,51,1
16,4,0,8,4,0,0,20591,250,56,1
13,5,0,5,7,0,0,17149,196,44,0
18,3,0,8,5,1,0,19257,219,60,1
17,2,1,3,1,0,0,18309,237,51,0
26,4,0,4,12,0,0,16660,213,32,0
39,4,0,1,5,0,0,16231,235,45,0
15,2,0,10,10,0,0,18719,202,40,1
17,2,1,6,3,1,0,18813,233,44,1
19,0,0,6,6,1,0,18703,207,60,1
16,1,1,17,4,1,0,19827,202,48,1
15,4,0,4,5,0,0,17425,210,59,1
20,4,0,4,4,0,0,17839,247,55,0
13,3,0,8,8,0,0,18686,228,42,1
13,3,1,6,2,0,0,19509,242,44,1
16,1,1,5,7,1,0,18258,236,64,0
14,0,1,10,9,1,0,19395,213,76,1
14,2,1,2,5,0,0,16939,218,40,1
15,1,0,8,6,0,0,17628,227,42,1
27,4,0,4,7,0,0,17243,213,56,0
23,1,0,2,6,1,0,16178,217,44,1
14,2,0,6,4,1,0,18350,226,58,1
16,2,0,4,7,0,0,17978,233,40,0
18,3,0,9,11,0,0,16698,186,33,1
21,5,1,8,8,0,0,17805,227,28,0
56,1,0,12,4,0,0,18951,198,48,1
17,1,1,5,11,0,0,16368,187,52,0
13,3,0,5,4,0,0,18530,218,56,0
37,6,1,9,4,2,1,20081,260,62,1
15,0,1,7,2,1,0,19321,255,66,1
17,3,0,7,2,0,0,18576,207,45,1
16,2,0,8,15,1,0,15229,168,34,0
19,3,1,6,5,1,0,17147,220,45,1
17,3,1,6,4,1,0,14696,178,46,1
10,2,1,7,4,2,1,16993,205,38,1
17,1,0,15,7,1,1,19018,209,40,0
13,1,1,5,1,0,0,19003,260,44,1
15,2,1,8,6,0,0,15396,203,28,0
16,3,0,2,5,0,0,18224,234,60,1
38,3,0,8,6,2,1,17550,186,44,1
57,1,1,4,3,0,0,16719,192,42,0
20,1,1,4,3,0,0,17395,223,59,1
13,4,1,7,2,1,0,19219,246,49,1
13,5,0,4,10,0,0,16283,183,52,1
12,15,1,4,3,1,0,17914,219,52,0
21,3,0,7,6,0,0,18750,232,52,0
13,3,0,3,5,0,0,18118,214,60,0
13,1,1,7,7,0,0,18267,229,28,0
14,4,1,11,5,2,1,18959,242,52,1
13,0,1,8,5,0,0,18700,213,48,1
80,5,0,2,6,0,0,17653,211,66,0
35,3,0,7,10,1,0,18223,205,60,0
16,3,0,3,15,0,0,13851,183,28,0
59,2,1,2,0,0,0,17028,230,47,1
16,4,1,8,3,1,0,19295,249,51,1
49,5,0,6,9,0,0,17594,213,56,1
15,1,1,7,6,0,0,18326,228,32,0
17,4,1,13,8,0,0,18537,204,44,0
18,5,1,8,3,0,0,18454,231,45,1
39,2,1,7,15,0,0,18481,184,47,0
17,4,1,7,7,1,1,16905,202,32,1
18,3,1,4,6,1,0,18121,236,60,0
54,4,0,3,5,0,0,16831,209,40,0
16,2,1,5,4,0,0,17632,228,48,0
22,3,0,3,9,0,0,16710,222,36,0
15,4,1,1,0,0,0,17296,254,53,1
14,1,0,9,5,0,0,19074,241,40,0
13,1,0,5,9,0,0,17341,234,46,0
20,4,1,5,3,2,1,18143,249,52,1
41,0,1,7,5,1,0,17461,191,54,1
14,2,0,5,6,1,0,18027,247,44,0
15,2,0,12,5,2,1,18020,213,40,1
16,1,0,5,5,0,0,17859,236,48,0
13,3,0,1,10,0,0,16211,215,43,0
16,3,1,6,2,1,1,19309,247,57,1
74,0,0,7,7,2,1,18853,229,64,1
10,4,1,7,3,0,0,18045,208,63,1
15,3,1,5,1,0,0,19643,250,52,1
54,2,1,6,0,2,1,18637,261,50,0
79,1,1,11,14,0,0,13699,158,28,0
18,0,0,6,10,0,0,16338,221,36,0
17,2,1,4,9,0,0,16463,195,44,0
15,4,0,7,9,0,0,18170,217,52,0
57,1,0,4,5,1,0,18195,242,56,0
57,6,0,5,6,2,1,17019,194,48,1
13,3,0,7,10,1,1,17932,184,35,1
15,1,1,9,10,1,0,17077,203,34,0
48,3,1,3,10,0,0,16626,200,52,0
19,1,0,2,10,1,0,15872,203,55,0
23,5,1,8,2,1,0,18579,228,52,1
16,4,0,5,8,1,0,17610,227,56,0
21,2,1,5,1,0,0,19355,245,53,1
15,1,0,7,5,0,0,17500,218,40,1
22,2,0,6,6,0,0,17682,180,49,1
16,3,0,3,3,0,0,17612,218,48,0
25,4,1,4,8,1,1,15683,220,37,0
12,2,0,3,2,0,0,18175,250,49,1
17,6,1,8,8,0,0,18232,221,50,1
16,2,0,3,7,0,0,17485,212,68,0
20,2,1,11,5,1,1,18239,217,43,1
15,2,0,0,3,0,0,17942,243,64,0
15,3,1,4,4,1,1,18396,242,59,1
16,3,0,2,9,0,0,16192,210,56,0
41,4,1,5,3,1,0,18000,213,59,0
18,2,0,9,9,1,0,19154,218,62,1
20,3,0,2,9,0,0,17675,239,47,0
43,3,0,1,14,0,0,14988,187,28,0
15,2,1,9,6,1,0,18844,220,52,0
15,2,0,4,8,0,0,17118,228,49,0
16,3,1,4,4,1,1,19168,259,60,1
12,3,1,4,7,0,0,17701,205,52,0
12,2,0,7,2,1,1,20617,238,80,1
16,4,1,9,3,1,0,19737,261,52,1
16,4,1,7,3,0,0,19138,252,40,1
15,4,1,7,9,0,0,17802,204,56,0
13,2,1,5,1,1,0,19451,232,62,1
11,3,0,4,9,0,0,17625,220,44,1
16,0,1,7,0,0,0,19320,247,56,1
11,5,1,7,16,0,0,15855,201,51,0
16,2,0,7,8,0,0,16567,175,40,0
15,2,1,3,3,0,0,18747,252,42,1
16,2,1,5,5,1,1,17698,203,60,0
19,2,0,8,6,0,0,17066,185,44,0
15,4,0,7,3,1,0,19458,240,64,1
51,5,0,6,5,0,0,17268,195,68,0
13,4,1,4,2,1,0,17887,257,52,1
18,5,1,7,7,1,0,17519,241,40,0
42,3,0,7,8,0,0,17367,197,47,0
34,6,0,4,11,0,0,17533,208,47,1
15,1,0,4,6,0,0,17837,217,55,1
37,5,0,2,7,0,0,18353,213,52,0
18,5,0,9,6,2,1,19784,241,52,1
15,1,0,4,8,0,0,16524,208,35,0
19,2,1,7,4,1,0,18545,242,56,1
18,2,1,11,7,1,0,17351,229,38,1
13,1,1,7,4,2,1,18352,196,56,1
17,3,0,1,11,0,0,15753,195,52,0
15,0,1,14,3,1,0,21002,237,73,1
18,4,1,7,3,0,0,18039,210,44,0
15,3,1,6,8,1,0,17198,199,45,1
15,1,0,0,9,0,0,16226,194,60,0
53,3,1,5,12,1,0,17008,222,41,0
36,3,0,4,5,1,1,19831,255,68,1
11,0,1,6,8,0,0,17433,209,39,1
12,1,0,3,9,0,0,16367,183,66,0
13,2,1,4,8,0,0,17018,215,31,0
17,4,1,9,8,0,0,19948,248,65,1
22,5,0,7,6,1,0,17295,238,48,0
15,3,1,6,5,2,1,17893,215,46,0
16,1,1,3,2,0,0,18355,220,55,0
14,3,1,7,1,1,0,18486,230,36,1
17,3,0,7,6,1,1,19474,233,55,1
40,3,0,11,9,1,0,19368,190,65,0
18,1,1,4,6,0,0,18342,197,39,0
14,3,0,4,8,0,0,17267,219,52,0
51,4,1,7,5,0,0,19400,239,54,1
11,1,0,5,10,0,0,16861,219,40,0
16,1,1,11,11,2,1,18661,174,64,0
37,3,1,6,3,1,0,18073,242,48,0
19,3,0,11,5,0,0,19353,244,40,1
13,6,0,4,7,0,0,17740,194,69,0
13,1,0,4,7,0,0,18045,199,72,1
50,4,1,13,6,1,0,21016,226,56,1
13,3,0,6,2,0,0,18997,268,52,1
21,2,1,7,6,0,0,17857,206,51,0
17,2,0,3,9,0,0,17265,203,45,0
41,4,1,6,5,1,1,17367,202,33,0
18,2,0,9,14,1,1,15328,159,26,0
14,3,0,8,2,0,0,18373,227,40,0
16,2,1,11,6,1,0,19242,218,42,1
18,2,0,4,10,0,0,18203,221,58,0
27,1,0,7,3,0,0,19460,224,66,0
17,3,1,5,0,1,1,20053,229,60,1
10,0,1,7,9,0,0,17850,216,55,0
70,6,0,1,7,1,0,16947,210,63,0
18,2,0,11,9,0,0,18792,192,44,0
17,5,1,10,5,0,0,18807,220,30,0
16,3,0,6,5,1,0,17501,206,36,0
16,4,1,5,6,1,1,17244,207,60,1
14,3,0,8,7,1,0,19338,231,44,1
86,4,0,4,5,1,0,17318,213,49,1
15,6,0,6,7,0,0,16252,195,44,0
19,5,1,12,3,1,0,20112,258,63,1
16,3,0,9,3,1,0,18777,222,44,1
12,2,1,1,6,0,0,17033,217,69,0
17,1,1,6,7,1,0,17857,205,62,0
17,3,1,4,4,0,0,17970,241,42,1
144,4,1,4,7,1,0,18200,230,42,0
38,3,1,10,4,1,0,18803,177,59,1
16,5,0,9,7,1,1,17661,217,42,1
14,3,1,11,5,1,1,18355,246,40,1
41,22,1,6,7,0,0,17624,212,46,0
21,4,1,2,5,0,0,17488,224,64,0
14,6,0,1,7,0,0,16618,220,48,0
16,3,1,8,6,0,0,18962,245,50,1
13,0,0,11,2,1,0,19814,233,60,1
13,1,1,11,5,0,0,18992,215,44,1
15,2,1,3,2,1,0,18658,254,53,1
13,4,1,11,11,0,0,19236,231,43,1
12,0,0,2,3,1,1,16725,207,48,0
14,3,1,5,8,0,0,15691,169,52,0
15,3,1,7,2,1,0,17995,229,56,0
83,3,0,5,7,0,0,18188,250,52,0
17,5,0,6,12,0,0,16610,209,52,0
16,3,1,11,2,1,0,19399,216,52,1
63,1,1,3,2,0,0,18748,246,65,0
16,3,1,7,5,0,0,19767,242,55,1
14,2,0,4,6,0,0,18297,247,62,0
17,3,0,2,6,0,0,16373,211,48,0
17,1,1,7,6,1,0,18903,240,48,1
13,0,1,4,4,1,0,17742,228,44,1
18,4,1,11,6,1,0,19039,213,45,1
18,4,1,7,2,1,0,18664,246,52,1
15,4,0,11,9,1,1,17260,190,40,1
19,1,1,10,8,1,1,18284,222,39,0
13,1,1,6,4,2,1,19790,214,72,1
13,3,1,9,11,0,0,18331,221,55,0
18,3,1,6,6,0,0,19667,218,52,1
19,2,1,8,6,0,0,16658,192,36,1
12,2,1,12,5,2,1,18137,202,57,1
12,4,1,10,4,1,0,20120,229,51,1
14,0,1,6,4,1,0,17592,211,44,0
18,4,1,4,1,1,0,18932,248,61,1
17,6,1,12,8,1,0,18407,203,51,1
53,1,0,6,10,1,1,17138,193,50,0
16,2,1,5,9,1,0,16869,204,44,0
47,0,1,5,3,0,0,17600,205,48,1
15,5,1,6,1,0,0,19976,263,64,1
19,5,0,11,10,0,0,18408,234,44,1
129,17,0,6,6,1,0,17512,185,58,1
29,1,1,7,4,0,0,19169,247,52,1
15,13,0,5,5,1,1,19183,240,55,0
16,4,0,4,6,1,0,16922,223,44,1
18,2,0,3,1,0,0,17393,201,49,1
15,2,0,3,3,0,0,17440,232,36,1
14,6,0,1,7,0,0,17362,222,46,0
17,4,0,1,10,0,0,17152,244,52,0
22,1,0,3,7,1,1,17831,238,48,1
25,4,0,3,6,0,0,18480,226,66,0
12,3,0,6,4,0,0,18812,216,60,0
17,2,0,4,9,2,1,16588,217,48,0
14,4,0,4,10,1,0,17691,211,49,1
12,2,0,8,12,1,0,18163,214,48,0
15,4,0,7,4,0,0,17880,228,40,1
17,5,1,6,6,0,0,17333,220,44,1
37,1,0,9,11,1,0,17118,179,36,1
19,6,1,3,7,1,0,15950,202,52,0
17,4,1,8,4,1,0,18326,204,52,1
37,4,0,6,10,0,0,17648,204,49,1
15,3,1,5,1,0,0,18893,247,48,1
19,1,0,2,1,1,0,18008,244,47,0
17,2,1,9,6,0,0,19241,226,48,1
85,0,1,6,2,1,0,18417,208,50,0
16,0,0,8,5,2,1,19016,212,60,1
16,4,1,6,7,0,0,18588,235,60,1
19,7,0,3,4,0,0,17612,243,48,0
13,1,0,11,16,0,0,16538,171,44,0
15,3,0,3,4,0,0,18034,197,50,0
12,3,0,4,6,0,0,14954,178,28,0
21,6,1,6,1,1,0,19272,237,80,1
17,2,0,6,8,0,0,19337,233,42,0
13,1,1,2,4,0,0,18301,241,41,0
20,3,1,11,1,1,0,20433,231,38,1
13,1,0,6,12,0,0,16784,213,28,0
22,4,1,10,8,1,0,18186,197,53,1
13,2,1,3,9,0,0,17124,212,48,0
16,0,0,4,7,1,0,17843,228,56,1
18,1,1,10,4,2,1,20765,234,68,1
50,2,0,5,8,0,0,18344,222,84,0
48,4,0,5,10,1,0,15389,201,24,0
17,16,1,4,2,0,0,18693,256,43,0
16,3,1,5,5,0,0,16349,189,55,1
10,3,1,4,5,0,0,18510,222,55,0
15,3,1,4,0,0,0,19005,220,62,0
16,5,1,4,8,0,0,17592,225,60,0
16,11,0,9,7,0,0,19111,226,60,1
15,2,0,8,9,0,0,17998,198,59,0
56,1,1,2,1,0,0,18468,258,69,0
38,1,0,2,7,0,0,16773,173,48,0
21,4,1,5,2,1,0,18895,229,64,0
16,2,1,8,13,0,0,18223,217,55,0
20,1,0,5,3,1,0,18334,249,52,1
26,3,0,4,6,0,0,18372,242,52,0
12,1,0,5,9,0,0,17541,215,40,1
15,16,1,10,7,1,0,18439,242,47,1
16,5,1,6,12,1,0,16635,198,36,0
19,0,1,6,8,1,0,18357,233,48,0
53,5,0,4,11,0,0,16864,207,44,0
15,3,0,4,7,0,0,18141,214,56,1
45,3,1,7,6,0,0,16968,190,56,0
17,5,0,6,1,1,0,17605,194,51,1
15,2,1,4,3,1,0,16558,211,58,0
15,1,1,2,3,0,0,17469,232,56,0
17,1,1,3,8,0,0,15036,208,44,0
16,3,0,6,6,1,1,18349,220,36,1
12,1,0,7,10,0,0,18524,204,42,0
20,1,1,12,4,2,1,19966,225,66,0
18,1,0,6,6,1,0,19387,206,64,1
37,3,0,1,6,1,1,17611,235,48,0
16,0,1,6,11,0,0,16025,188,31,0
15,7,0,11,3,0,0,20402,202,52,0
44,1,1,7,4,1,0,18026,172,62,0
18,1,0,5,6,1,1,17964,207,44,1
17,4,0,8,5,1,0,19345,217,56,0
16,2,0,5,8,0,0,16350,216,40,0
16,1,1,3,2,1,0,18724,241,60,0
16,7,1,6,7,0,0,17640,218,60,0
12,0,0,7,7,0,0,19168,216,69,0
23,3,1,12,8,0,0,17036,184,40,1
15,2,0,7,3,1,0,18131,225,48,1
11,0,1,9,7,0,0,15960,188,39,1
20,3,1,7,6,1,0,16635,195,44,1
15,3,0,4,8,0,0,17309,218,47,0
17,2,1,2,3,0,0,18674,237,83,1
17,4,0,9,4,1,1,19052,247,48,1
15,5,1,7,1,1,0,19942,235,55,1
18,7,1,9,5,1,0,20184,267,39,1
26,5,1,5,3,1,0,18842,234,55,1
15,0,0,2,4,0,0,16826,219,50,1
16,1,1,7,9,1,0,16957,207,44,0
14,2,1,5,6,0,0,18377,240,59,1
38,2,0,9,15,0,0,17227,183,42,0
128,3,1,8,7,1,0,19150,232,50,0
14,0,1,8,5,1,0,19233,245,64,1
20,2,1,5,3,2,1,16903,160,48,0
73,2,1,5,7,1,1,18524,201,62,0
50,5,1,4,0,0,0,19573,237,74,1
17,6,1,9,2,0,0,18511,224,37,1
18,3,1,6,7,2,1,18459,236,55,0
14,0,1,8,8,2,1,18462,204,76,1
20,5,1,8,5,1,0,17659,229,46,1
15,1,0,2,8,1,1,17616,229,58,1
13,5,1,5,10,0,0,16444,197,41,0
12,2,0,6,13,1,1,16509,218,52,0
58,2,1,8,4,1,0,19285,223,61,1
16,6,0,2,7,0,0,17853,243,40,0
21,2,1,8,7,0,0,19364,213,56,1
19,2,1,7,1,2,1,19213,232,53,1
18,5,1,10,6,1,0,18495,245,44,1
28,3,1,9,4,0,0,18252,242,57,1
16,3,1,11,10,1,0,16569,183,31,1
40,3,0,10,8,0,0,18498,191,44,0
37,4,0,4,12,0,0,18008,227,46,0
38,0,1,2,3,0,0,18476,232,68,1
16,2,0,7,8,0,0,18616,234,44,0
16,4,1,8,6,1,0,18879,222,47,0
17,3,0,7,11,0,0,18470,242,34,0
15,2,1,8,6,1,1,17508,226,40,0
17,3,0,9,7,0,0,18465,206,51,1
12,3,0,8,6,1,0,19296,214,60,1
17,1,1,11,3,0,0,18652,213,43,1
11,2,0,6,9,0,0,17675,223,44,0
13,3,1,9,1,1,0,18267,247,51,1
14,3,1,10,3,0,0,18887,233,51,0
20,4,1,12,7,1,0,19277,206,50,0
12,4,0,5,4,1,0,18632,220,60,1
37,0,0,3,6,0,0,18400,214,59,0
16,4,1,9,5,2,1,17256,196,54,0
32,2,1,10,11,0,0,17439,178,49,0
14,2,1,8,4,0,0,17495,226,37,1
16,2,0,8,9,1,0,18009,190,60,1
17,5,0,6,6,0,0,18612,209,52,0
15,4,1,5,12,0,0,17640,206,56,1
16,1,1,9,10,1,0,16911,195,45,1
22,3,0,7,2,1,0,17458,218,55,1
20,2,1,6,5,1,0,18971,223,73,0
53,2,0,3,6,0,0,17600,238,44,0
14,3,0,3,3,0,0,15830,202,38,0
57,2,1,7,6,0,0,18918,223,45,0
26,5,0,8,5,1,0,18654,208,52,1
14,4,0,3,3,0,0,19380,230,64,1
14,0,1,4,0,1,0,19798,236,72,1
13,2,0,2,10,0,0,16822,205,44,0
33,2,1,10,2,0,0,19675,226,67,1
17,4,1,9,8,1,0,18035,217,50,1
53,2,0,3,7,0,0,18046,227,56,0
18,3,0,6,6,1,0,16898,190,60,0
16,3,1,4,5,1,0,17424,218,44,1
34,1,1,12,4,2,1,18851,190,59,1
32,2,1,8,9,1,1,18755,214,40,0
12,2,1,5,6,1,1,18747,208,55,0
18,1,0,3,9,1,1,17193,207,56,0
11,3,1,8,7,0,0,17535,204,51,0
16,1,1,9,3,1,0,19589,235,60,1
15,5,1,4,3,0,0,19461,244,60,1
29,2,1,11,2,2,1,19495,230,65,1
14,1,0,6,11,0,0,17025,206,44,0
16,6,1,6,6,2,1,17206,199,56,1
14,2,0,9,10,1,1,19273,226,45,1
17,2,0,5,6,0,0,15471,180,52,0
13,1,0,4,11,1,0,16104,187,45,0
16,2,1,9,4,0,0,19125,217,44,1
16,1,0,8,4,1,1,17832,206,44,0
18,4,0,6,7,0,0,18319,235,47,1
42,2,0,5,6,0,0,18754,219,54,0
13,4,1,4,8,0,0,15834,212,44,0
16,3,1,10,5,1,0,19116,259,31,1
15,0,1,4,7,0,0,18196,253,32,0
17,2,1,9,8,1,1,18459,227,57,0
18,4,0,8,10,0,0,18052,227,44,0
16,2,1,10,8,0,0,17473,207,44,1
87,2,1,7,10,1,0,18900,198,52,1
18,4,0,2,5,1,0,19351,244,72,0
17,3,0,11,5,1,0,18154,186,60,1
20,5,0,6,5,0,0,18228,241,47,0
18,5,1,6,3,0,0,18664,256,44,1
11,2,0,10,6,0,0,19644,230,60,1
16,5,0,6,7,0,0,19805,243,67,1
13,3,0,5,10,0,0,16500,203,38,1
17,2,0,5,5,1,0,17384,198,48,0
18,2,0,11,5,0,0,19486,239,48,1
17,4,1,2,4,0,0,18162,255,55,1
13,1,1,5,5,0,0,18559,216,52,0
14,1,0,3,1,0,0,17817,246,50,1
19,5,1,6,7,1,1,18077,235,40,0
15,1,1,4,8,0,0,16376,180,42,0
18,4,0,1,5,0,0,15497,212,35,0
81,2,0,6,3,0,0,21257,257,76,1
17,7,0,4,7,0,0,18488,235,56,0
22,3,0,6,6,0,0,17035,212,42,0
13,2,1,4,1,1,0,18706,251,56,1
16,4,1,4,4,1,0,18105,223,47,0
59,2,1,5,2,1,0,18660,250,58,1
94,4,0,8,9,1,1,17957,208,34,0
42,5,0,7,11,0,0,17627,214,48,0
13,1,1,4,11,0,0,16164,197,48,0
16,4,1,5,6,0,0,17085,195,53,0
42,5,1,10,5,0,0,17582,220,33,1
15,4,0,7,5,1,0,17483,208,40,0
9,1,0,12,10,1,1,20587,221,63,1
82,2,1,10,5,2,1,19955,208,73,1
15,1,0,2,5,1,0,17495,248,52,0
15,1,0,1,3,1,0,16475,190,51,0
37,2,0,8,8,1,0,17774,190,59,0
17,7,0,6,5,1,0,18185,232,34,0
13,4,0,11,7,1,0,18084,207,36,1
42,2,0,6,5,1,1,20021,243,54,0
22,3,0,5,6,1,1,17649,209,48,0
143,2,1,3,5,1,0,16754,214,60,1
23,1,1,10,3,2,1,18674,170,60,1
21,3,1,10,5,1,0,19739,226,52,1
14,4,0,8,10,1,0,17308,204,48,0
12,5,0,3,7,0,0,17572,251,52,0
17,1,1,8,6,0,0,18244,216,48,1
20,1,0,5,4,1,0,17812,246,49,1
16,1,1,7,8,1,0,18126,178,58,0
19,1,1,5,2,0,0,18382,268,52,1
15,1,0,4,5,0,0,17998,194,72,1
18,3,0,5,5,1,0,18296,259,50,1
84,1,0,3,8,0,0,17721,227,40,0
17,3,1,9,2,1,1,19023,204,50,1
13,0,0,2,10,0,0,17095,197,43,0
87,3,0,8,8,2,1,19545,216,68,1
17,2,1,3,8,0,0,15309,167,54,0
33,4,1,5,7,1,0,17293,207,44,0
20,4,1,8,6,1,0,19942,252,59,1
15,1,1,11,8,2,1,17082,164,45,1
41,4,0,3,5,1,0,17962,241,55,1
13,3,1,9,6,2,1,18340,216,64,1
16,3,1,10,2,1,0,20691,244,68,1
22,2,1,6,6,0,0,18524,218,59,1
15,3,0,9,9,0,0,17334,231,35,1
16,2,1,3,3,0,0,17903,225,44,0
45,5,1,8,6,1,0,18074,204,51,0
17,6,1,13,0,1,0,20229,219,48,1
13,1,1,4,1,2,1,19745,233,52,1
17,3,0,5,8,2,1,16228,187,59,0
37,4,0,19,3,0,0,22125,240,48,1
15,0,1,6,9,1,1,18095,204,47,0
15,6,1,6,3,1,0,18824,212,67,1
19,4,1,3,3,0,0,17070,224,35,1
15,1,1,2,0,2,1,17737,262,56,1
17,5,0,4,6,1,1,17677,245,59,0
23,4,0,3,5,1,0,17861,252,47,1
22,3,1,10,3,2,1,18868,231,60,1
18,3,0,6,3,1,0,18930,219,60,1
57,0,1,5,1,1,0,20271,238,80,1
11,3,1,6,7,0,0,17971,237,52,0
13,2,1,7,3,0,0,18339,239,53,0
18,3,1,5,4,0,0,17840,233,35,0
16,0,1,7,4,1,0,17365,224,40,0
23,5,1,7,2,1,0,18485,241,54,1
20,3,1,16,5,1,0,20277,166,48,1
11,3,0,3,8,0,0,15839,200,32,0
16,2,0,3,6,1,0,17217,219,49,1
10,2,0,2,13,0,0,15730,195,41,0
15,1,1,4,6,0,0,16504,208,47,1
83,3,0,4,11,1,0,17844,236,55,0
11,2,0,8,4,2,1,18812,224,56,1
15,17,0,3,8,0,0,15898,216,28,0
16,1,0,3,5,0,0,17971,226,45,0
18,3,1,7,10,1,0,17123,187,60,1
20,9,1,6,6,0,0,18203,208,40,1
21,2,0,4,11,1,0,16728,197,56,0
12,0,1,9,10,1,1,18891,211,44,1
13,4,0,4,5,1,1,17267,207,37,0
15,3,0,0,9,1,0,16985,217,60,0
22,3,0,7,12,0,0,16398,188,40,0
12,0,0,2,9,1,0,16898,210,48,0
15,5,1,6,11,1,0,17330,197,63,0
13,1,1,6,1,1,0,19482,229,64,1
17,0,1,8,7,0,0,17748,220,40,0
14,3,0,3,10,0,0,16507,214,45,0
18,0,0,11,8,0,0,19278,220,52,0
15,1,0,4,8,0,0,18406,204,52,0
21,2,0,3,3,1,0,17885,227,64,1
12,1,1,11,3,0,0,19497,214,49,0
17,3,0,4,11,0,0,16103,193,33,0
17,2,1,12,9,0,0,20151,208,60,1
23,1,1,6,10,2,1,19706,239,73,1
93,1,0,17,4,2,1,20163,220,48,1
14,3,0,3,4,1,0,17390,227,60,1
87,3,1,7,4,1,0,17764,193,52,0
