1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
SUBBA,YAMAMA,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,30.2069,46.92,OIL,2006.0,DEVELOPMENT PENDING,,,12.00,,0.0,,,,1990.0,,ONSHORE,-100.0,104.2322183960465,,79.7974254134433,,,,,1151:SALT-DIAPIR ANTICLINE,,,0.7,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,,SHALENONE,900.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,,,,31.0,,,,1.5,,0.0,600.0,,,,,,,358.0,107.0,,,,30.0,,,,,,,,,,,,,,,,,
SUI,SUI MAIN LIMESTONE,1P ,PAKISTAN,ASIA-PACIFIC,INDUS,28.6417,69.2058,GAS,2012.0,PRIMARY RECOVERY,DECLINE,90.0,82.00,82.0,640.0,2011.0,89719.6,,2003.0,150700.0,ONSHORE,-790.0,189.0,3501.0,1965.0,3501.0,1988.0,1470.0,GAS DRIVE,1112:FORELAND ANTICLINE,4050.0,3264.0,2.0,794.0,PALEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE, RESERVOIR BODY BOUNDARY,980.0,,,60.96,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE III,MICROPOROSITY,11.0,3.5,33.5,0.0,,,,0.0,83.8,15.3,,0.1,,,,40000.0,10.0,2278.0,1949.0,,1457.0,,,86.0,,74.87,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,,,CORROSION INHIBITOR TREATMENT
SUNNILAND TREND,SUNNILAND LIMESTONE (BEAR ISLAND FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,25.0,15.00,3.0,0.0,2010.0,210.0,96.3,1979.0,2907.0,ONSHORE,-32.0,246.15130291683133,,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,12.0,,,26.0,,3.0,,3.0,,0.0,80.0,,,,,,,43.0,14.98,1.98,,34.8,34.8,,30.23,,27.0,0.088,1.0,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,ACIDIZATION,,ROD PUMP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (CORKSCREW FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,,,2.0,128.0,2010.0,110.0,71.5,1987.0,475.0,ONSHORE,-32.0,246.15130291683133,,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,7.0,,,26.0,,3.0,,3.0,,0.0,0.0,,,,,,,,1.7,0.2,,,,,,,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,ROD PUMP,,SIDETRACKING
SUNNILAND TREND,SUNNILAND LIMESTONE (LAKE TRAFFORD FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,,,1.0,0.0,2010.0,5.0,,1970.0,71.0,ONSHORE,-32.0,246.15130291683133,,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,MOLDIC/VUGGY,8.0,,,26.0,,3.0,,3.0,,0.0,0.0,,,,,,,8.0,0.31,0.01,,3.9,3.9,,3.75,,,,,,,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (LEHIGH PARK FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,,,1.0,0.0,2010.0,68.0,97.5,1978.0,2263.0,ONSHORE,-32.0,246.15130291683133,,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,18.0,,,28.0,,3.0,,3.0,,0.0,100.0,,,,,,,,6.0,0.02,,,,,,,,,,,,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (MID-FELDA FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,1999.0,ABANDONED,MATURE,,59.00,,0.0,1998.0,17.0,82.6,1980.0,447.0,ONSHORE,-32.0,246.15130291683133,,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,12.0,,,26.0,,3.0,,3.0,,0.0,10.0,,,,,,,5.1,1.5,0.0,,29.4,29.4,,29.41,,31.0,0.097,,,,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (RACCOON POINT FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,,15.00,6.0,138.0,2010.0,1266.0,90.9,1996.0,4209.0,ONSHORE,-32.0,246.15130291683133,,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,68.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,14.0,,,23.0,,3.0,,3.0,,0.0,120.0,,,,,,,42.0,21.0,2.0,,50.0,50.0,,45.24,,47.0,0.034,1.4,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,ACIDIZATION,,ROD PUMP/ESP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (SUNNILAND FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,26.0,20.00,1.0,160.0,2010.0,24.0,99.0,,,ONSHORE,-32.0,200.0,11500.0,6731.967665913165,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11532.0,11500.0,1.0,55.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,15.0,65.0,,26.0,,,,3.95,,0.0,100.0,,,,,,,38.0,18.84,0.29,,50.0,50.0,,48.82,,,,,,,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (SUNOCO FELDA FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,1993.0,ABANDONED,MATURE,,25.00,,160.0,1992.0,40.0,94.2,,,ONSHORE,-32.0,195.0,11421.0,5166.0,11421.0,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11442.0,11410.0,1.0,34.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,,,3.96,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,15.0,60.0,,25.0,,3.0,20.0,3.4,,0.0,85.0,,1.1,300.0,,,50.0,34.0,11.6,0.0,,34.1,34.1,,34.12,,25.0,0.026,0.46,1976,CONTINUOUS WATER INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP/ESP,,
SUNNILAND TREND,SUNNILAND LIMESTONE (WEST FELDA FIELD),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FLORIDA/BAHAMAS,26.2683,-81.3397,OIL,2010.0,PRIMARY RECOVERY,MATURE,23.0,18.00,3.0,160.0,2010.0,441.0,95.5,1975.0,9238.0,ONSHORE,-32.0,195.0,11400.0,5166.0,11400.0,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,11544.0,11512.0,1.0,68.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,60.0,34.0,0.57,5.18,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/MOLLUSCS,,INTERPARTICLE,15.0,90.0,,26.0,,3.0,30.0,3.4,,0.0,80.0,,1.12,,,,35.0,126.0,48.0,1.3,,38.1,38.1,,37.06,,37.0,0.051,2.67,,,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP,,
SWAN HILLS,SWAN HILLS,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,54.8702,-115.4018,OIL,2009.0,SECONDARY RECOVERY,MATURE,1000.0,873.00,567.0,100.0,2009.0,15621.0,95.4,1973.0,128864.0,ONSHORE,-3035.0,219.0,4682.0,3300.0,4800.0,2006.0,3422.0,GAS DRIVE,2121:ORGANIC BUILDUP,7635.0,4600.0,0.5,375.0,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,305.0,144.0,0.47,26.52,CARBONATES,FLOATSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,,INTERPARTICLE,7.8,20.0,,41.0,,0.4,50.0,0.21,16.0,0.0,561.0,,1.35,1820.0,,42000.0,16.0,2883.0,942.0,59.0,,14.6,32.6,,30.63,,41.0,-0.033,1.15,1963-08,CONTINUOUS WATER INJECTION,1985-09,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,RE-COMPLETION
TABLELAND,WINNIPEGOSIS,1P ,CANADA,NORTH AMERICA,WILLISTON,49.125,-103.1106,OIL,2008.0,SECONDARY RECOVERY,MATURE,8.0,5.00,4.0,40.0,2008.0,31.0,85.1,1987.0,642.0,ONSHORE,-1870.08,212.0,6602.0,3997.0,6602.0,1993.0,2930.0,GAS DRIVE,2121:ORGANIC BUILDUP,8450.0,6580.0,0.5,148.0,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, NONE,96.0,62.0,0.64,18.9,CARBONATES,GRAINSTONE/BOUNDSTONE/FRAMESTONE,ALGAE/PELOID,,INTERPARTICLE,12.2,,,36.0,,0.42,,2.4,,0.0,646.0,,1.41,2930.0,,,18.4,7.6,1.53,0.03,,16.0,20.0,,19.74,,33.0,-0.021,0.3,1988,CONTINUOUS WATER INJECTION,,,,,,,,,
TAHE,YINGSHAN-YIJIANFANG-LIANGLITAGE,1P ,CHINA,ASIA-PACIFIC,TARIM,41.4557,83.9453,OIL,2009.0,SECONDARY RECOVERY,DEVELOPING,,419.00,332.0,0.0,2007.0,118119.0,,2009.0,118119.0,ONSHORE,-3080.0,284.0,17093.18,9137.0,17093.18,2005.0,8369.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,19324.15,16240.16,6.5,2460.63,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE/LABYRINTH,BLOCK-BOUNDING FAULTLATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,1843.83,,,,CARBONATES,,,TYPE II,,1.0,0.1,,16.0,0.77,4176.0,,6.7,78.0,6.1000000000000005,,,1.1,2538.0,55.0,219467.0,32.0,2994.0,452.0,184.0,,,17.1,,10.14,,,,1.08,2002,CONTINUOUS WATER INJECTION/CYCLIC WATER INJECTION,,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING,,ROD PUMP/ESP/GAS LIFT,SLOTTED LINER/SAND SCREEN,HIGH GOR WELL SHUT-IN/H2S CONTROL/INDIVIDUAL WELL WATER HUFF-N-PUFF/PROFILE MODIFICATION/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER CONING CONTROL/WATER PLUGGING
TANGENT,WABAMUM,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,55.9397,-117.5984,OIL,2009.0,PRIMARY RECOVERY,MATURE,90.0,58.00,,0.0,2009.0,638.0,95.3,1991.0,3023.0,ONSHORE,-1875.0,134.0,3779.0,2282.0,3779.0,,,GAS DRIVE,241:DOLOMITIZATION-DISSOLUTION,5660.0,3785.0,0.5,,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,730.0,,,30.48,CARBONATES,WACKESTONE/PACKSTONE,CRINOID/PELOID,TYPE II,INTERCRYSTALLINE,4.0,0.3,,38.0,0.7,,,0.0,,0.0,371.0,,1.2,,,,27.0,99.0,12.0,1.5,,12.0,12.0,,10.61,,,,0.18,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION/STEP-OUT DEVELOPMENT DRILLING
TANGENT,WABAMUM (D-1 WW POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,55.9397,-117.5984,OIL,2009.0,PRIMARY RECOVERY,MATURE,2.0,2.00,,19.0,2009.0,9.0,98.3,1991.0,297.0,ONSHORE,-1875.0,176.84083777452642,,2521.0,,,,GAS DRIVE,241:DOLOMITIZATION-DISSOLUTION,5900.0,4100.0,0.5,,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,730.0,,,30.48,CARBONATES,WACKESTONE/PACKSTONE,CRINOID/PELOID,TYPE II,INTERCRYSTALLINE,5.0,0.3,,36.0,0.7,,,0.0,,0.0,348.0,,1.2,,,,26.0,2.3,0.42,0.0,,18.3,18.3,,17.39,,,,0.2,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION
TEAGUE TOWNSITE,COTTON VALLEY LIME,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,31.6305,-96.2674,GAS,2006.0,PRIMARY RECOVERY,DECLINE,40.0,40.00,36.0,480.0,2006.0,834.0,,1980.0,3534.0,ONSHORE,-500.0,262.0,,7584.0,,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,11900.0,11400.0,3.0,500.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE, LATERAL DIAGENETIC CHANGE,350.0,72.0,0.2,21.95,CARBONATES,GRAINSTONE,OOLITE,TYPE III,MICROPOROSITY,10.0,0.09,,52.0,0.59,,3.3,0.0,,0.38,,0.5,,,,,25.0,29.0,22.0,,27.0,,,77.1,,61.18,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
TENGIZ,NUMEROUS,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,46.0619,53.3767,OIL,2008.0,DEVELOPING,DEVELOPING,115.0,,,0.0,2008.0,550000.0,,2008.0,550000.0,ONSHORE,75.0,220.0,13000.0,11600.0,13000.0,,,GAS DRIVE,2121:ORGANIC BUILDUP,12885.0,12960.0,,4800.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,11500.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,MOLDIC/VUGGY,6.3,10.0,,47.0,0.97,0.27,37.0,6.5,62.0,23.4,2150.0,,2.1,3625.0,-32.0,,30.0,19543.0,9000.0,,,,46.0,,,,,,,2008,GAS RECYCLING,,,STIMULATION,,ACID FRACTURING,,,,
TIN CUP MESA,PARADOX (UPPER ISMAY),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,37.4211,-109.1333,OIL,2009.0,SECONDARY RECOVERY,MATURE,18.0,8.00,,80.0,2009.0,10.0,97.5,1986.0,946.0,ONSHORE,-5100.0,130.0,310.0,2116.0,310.0,,,GAS DRIVE,2121:ORGANIC BUILDUP,5430.0,330.0,5.0,112.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,115.0,50.0,0.43,15.24,CARBONATES,GRAINSTONE/BAFFLESTONE,PHYLLOID ALGAE,,SHELTER,11.0,2.8,265.0,40.0,0.68,0.56,5.0,0.0,58.0,1.0999999999999999,746.0,,1.41,,15.0,175000.0,31.0,4.6,2.4,0.0,,,52.0,,52.17,,53.0,0.031,0.16,1985,CONTINUOUS WATER INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,ROD PUMP,,
TOMMELITEN GAMMA,TOR-EKOFISK,1P ,NORWAY,EUROPE,NORTH SEA CENTRAL,56.4844,2.9334,GAS-CONDENSATE,1998.0,ABANDONED,,9.0,6.00,,100.0,1998.0,7980.0,,1993.0,32640.0,OFFSHORE,246.0,264.0,10170.0,7050.0,10170.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9629.0,9875.0,15.0,1099.0,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,640.0,550.4,0.86,167.64,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,20.0,0.6,,47.0,0.7,,,0.0,,2.5,,170.0,,,,95000.0,25.0,249.0,95.0,,0.0,,,50.0,,50.0,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,,,HYDRATE INHIBITOR TREATMENT
TOR,TOR-EKOFISK,1P ,NORWAY,EUROPE,NORTH SEA CENTRAL,56.6389,3.3355,OIL,2012.0,PRIMARY RECOVERY,MATURE,26.0,19.00,8.0,250.0,2012.0,3850.0,41.4,1979.0,79624.0,OFFSHORE,230.0,277.0,10249.0,7134.0,10249.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9520.0,9750.0,8.0,1050.0,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,LABYRINTH,TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE,800.0,490.0,0.62,149.35,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,21.0,0.6,,40.0,0.73,,,0.1,,0.0,1521.0,,1.85,4660.0,,117000.0,37.0,812.0,177.0,14.0,,,21.8,,20.07,,,,9.32,1992,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
TURNER VALLEY,TURNER VALLEY (RUNDLE POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,50.6704,-114.2665,OIL,2006.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,,430.00,,80.0,2006.0,4077.0,28.0,1942.0,,ONSHORE,-4000.0,140.0,3185.0,2684.0,3185.0,,,GAS DRIVE,1111:THRUST ANTICLINE,3000.0,-1000.0,25.0,5650.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,450.0,,,90.22,CARBONATES,WACKESTONE/PACKSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,8.0,3.0,6.8,39.0,0.71,,,0.2,,3.11,880.0,11.0,1.49,2684.0,,,10.0,1796.0,526.0,,,13.7,13.9,76.0,11.73,25.21,,,,1948,CONTINUOUS WATER INJECTION/GAS INJECTION,2003,MISCIBLE,STIMULATION,,ACIDIZATION,,,,
TYRA,LOWER CHALK GROUP,1P ,DENMARK,EUROPE,NORTH SEA CENTRAL,55.6808,4.8651,OIL,2012.0,SECONDARY RECOVERY,DECLINE,63.0,,29.0,140.0,2012.0,10802.0,71.0,1994.0,30131.5,OFFSHORE,126.0,160.0,6500.0,4254.0,6500.0,1988.0,3748.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,6219.0,6345.0,2.5,,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE,530.0,,,18.29,CARBONATES,MUDSTONE/WACKESTONE,COCCOLITH,TYPE III,MICROPOROSITY,35.0,4.8,,33.0,,,,0.3,,0.0,960.0,,1.42,,,26000.0,30.0,345.0,212.0,40.0,,20.0,61.5,,49.86,,50.0,0.083,4.93,1987-06,GAS RECYCLING,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/EXTENDED REACH WELL,ACIDIZATION,,,,ADDITIONAL PERFORATION/RE-COMPLETION/RE-PERFORATION/WATER CONING CONTROL
TYRA,UPPER CHALK GROUP,1P ,DENMARK,EUROPE,NORTH SEA CENTRAL,55.6808,4.8651,GAS-CONDENSATE,2012.0,SECONDARY RECOVERY,DECLINE,40.0,,23.0,140.0,2012.0,23838.0,,1997.0,41694.2,OFFSHORE,126.0,160.0,6500.0,4254.0,6500.0,1988.0,3748.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,6219.0,6345.0,2.5,,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE,530.0,,,,CARBONATES,MUDSTONE/WACKESTONE,COCCOLITH,TYPE III,MICROPOROSITY,35.0,4.8,,56.0,0.64,,,0.0,87.0,1.09,,50.0,,,,26000.0,30.0,727.0,560.0,,806.0,,,76.0,,54.25,,,,1987-06,GAS RECYCLING,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/EXTENDED REACH WELL,ACIDIZATION,,,,ADDITIONAL PERFORATION/RE-COMPLETION/WATER CONING CONTROL
UCHKYR,HORIZON XV-1,1P ,UZBEKISTAN,FORMER SOVIET UNION,AMU DARYA,40.1494,62.9906,GAS,1990.0,PRIMARY RECOVERY,DECLINE,,,,0.0,1990.0,2167.0,,1973.0,10333.0,ONSHORE,-590.0,165.0,4955.0,2494.0,4955.0,,,GAS DRIVE,113:INVERSION ANTICLINE,5446.19,4855.64,1.5,150.92,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,82.0,59.04,,,CARBONATES,WACKESTONE/PACKSTONE,,,MOLDIC/VUGGY,16.0,61.0,,49.0,0.76,,,0.0,90.0,5.0,,6.0,,,,150000.0,,84.0,70.0,,,,,83.0,,51.37,,,,,,,,,,,,,,
